Address_A,Port_A,Address_B,Port_B,Total_Packets,Total_Bytes,Packets_Forward,Bytes_Forward,Packets_Backward,Bytes_Backward,Rel_Start,Duration,Bits/s_Forward,Bits/s_Backward
192.168.50.19,64559,192.168.50.88,53,2,400,1,76,1,324,445559.7413,0.005412,112342.9416,478935.6986
192.168.50.88,57822,8.8.4.4,53,2,264,1,85,1,179,30023.66079,0.046486,14628.06006,30804.97354
192.168.50.59,63478,224.0.0.252,5355,2,132,2,132,0,0,414924.3735,0.09806,10768.91699,0
192.168.50.88,33075,8.8.8.8,53,1,70,1,70,0,0,495498.7028,0,0,0
192.168.50.88,46790,8.8.8.8,53,2,392,1,132,1,260,384839.4867,0.005035,209731.8777,413108.2439
192.168.50.54,61449,239.255.255.250,1900,4,860,4,860,0,0,427458.5238,2.998192,2294.716282,0
192.168.50.57,49677,192.168.50.88,53,2,391,1,82,1,309,59622.27476,0.000252,0,0
fe80::891f:ff8f:8660:beff,52749,ff02::1:3,5355,1,91,1,91,0,0,34110.40938,0,0,0
192.168.50.59,62833,192.168.50.88,53,2,625,1,94,1,531,377639.5008,0.035754,21032.61173,118811.8812
192.168.50.88,40130,8.8.4.4,53,2,356,1,98,1,258,45973.56978,0.186722,4198.755369,11053.86618
192.168.50.63,59160,192.168.50.88,53,4,1049,2,187,2,862,519126.1808,599.921105,2.493661229,11.49484481
192.168.50.57,64738,192.168.50.88,53,2,471,1,82,1,389,458637.3432,0.222313,2950.7946,13998.2817
192.168.50.88,46143,8.8.8.8,53,4,296,4,296,0,0,63626.86745,10.006432,236.6477881,0
192.168.50.18,50094,192.168.50.88,53,2,244,1,80,1,164,506650.7255,0.000222,0,0
192.168.50.88,56099,8.8.8.8,53,1,78,1,78,0,0,466607.9102,0,0,0
192.168.50.88,54005,8.8.4.4,53,4,962,2,159,2,803,444558.4896,79721.34607,0.015955576,0.080580677
192.168.50.88,58837,8.8.8.8,53,3,972,2,170,1,802,185024.7876,1352442.613,0.001005588,0.004744009
192.168.50.88,55026,8.8.4.4,53,1,70,1,70,0,0,131593.2285,0,0,0
192.168.50.88,36757,8.8.4.4,53,3,350,2,197,1,153,470626.3384,2171636.371,0.00072572,0.00056363
192.168.50.88,52444,8.8.4.4,53,4,296,4,296,0,0,259927.3725,10.01064,236.5483126,0
192.168.50.88,37699,8.8.4.4,53,2,885,1,82,1,803,510539.9914,0.00467,0,0
192.168.50.16,49500,192.168.50.88,53,2,242,1,79,1,163,489497.5617,0.000252,0,0
192.168.50.15,57688,192.168.50.88,53,6,708,3,228,3,480,114404.1364,2958645.716,0.000616498,0.001297891
192.168.50.88,48005,8.8.4.4,53,1,88,1,88,0,0,490719.7557,0,0,0
fe80::785b:9c3b:68b4:aa64,58325,ff02::1:3,5355,1,91,1,91,0,0,414946.8338,0,0,0
192.168.50.88,52332,8.8.8.8,53,2,637,1,70,1,567,387579.7286,0.004859,0,0
192.168.50.11,61325,224.0.0.252,5355,5,341,5,341,0,0,91710.74022,2324805.661,0.001173431,0
192.168.50.18,60205,192.168.50.88,53,2,244,1,80,1,164,481509.486,0.00023,0,0
192.168.50.88,44391,8.8.4.4,53,2,883,1,81,1,802,28468.65701,0.004208,0,0
192.168.50.57,58885,192.168.50.88,53,2,466,1,72,1,394,453234.916,0.035885,16051.2749,87836.14319
fe80::3403:4993:3b2c:2ae9,49567,ff02::1:3,5355,2,168,2,168,0,0,507848.3081,0.098001,13714.14577,0
192.168.50.14,58087,224.0.0.252,5355,2,128,2,128,0,0,558056.5813,0.103272,9915.562788,0
192.168.50.88,46121,8.8.8.8,53,2,216,1,92,1,124,544863.5798,0.007502,98107.17037,132231.4035
192.168.50.88,47238,8.8.4.4,53,1,81,1,81,0,0,219319.4482,0,0,0
192.168.50.63,62909,192.168.50.88,53,2,421,1,91,1,330,426662.1469,0.040395,18022.03242,65354.62307
192.168.50.16,64974,192.168.50.88,53,6,726,3,237,3,489,362234.8204,2696904.224,0.000703028,0.001450552
192.168.50.88,54710,8.8.8.8,53,2,282,1,93,1,189,463705.2215,0.005383,138212.8922,280884.2647
192.168.50.88,47519,8.8.4.4,53,2,392,1,132,1,260,47584.70052,0.012005,87963.34863,173261.1412
192.168.50.88,40377,8.8.4.4,53,4,907,2,157,2,750,411838.1903,104610.615,0.01200643,0.057355556
192.168.50.88,58579,8.8.8.8,53,2,637,1,70,1,567,4697.029358,0.004578,0,0
192.168.50.14,50506,192.168.50.88,53,2,152,1,76,1,76,364084.0482,0.096357,6309.86851,6309.86851
192.168.50.88,60667,8.8.8.8,53,2,174,2,174,0,0,73116.39917,150395.7509,0.009255581,0
192.168.50.15,64078,192.168.50.88,53,2,236,1,76,1,160,103001.0053,0.000194,0,0
192.168.50.63,54956,224.0.0.252,5355,2,142,2,142,0,0,432243.2675,0.096772,11738.93275,0
192.168.50.88,34900,8.8.4.4,53,2,637,1,70,1,567,508925.7796,0.004888,0,0
192.168.50.54,61305,239.255.255.250,1900,4,860,4,860,0,0,431298.4916,2.998409,2294.55021,0
192.168.50.88,47460,8.8.4.4,53,2,637,1,70,1,567,423646.93,0.004587,0,0
192.168.50.88,60713,8.8.8.8,53,4,1245,2,166,2,1079,534034.9847,585927.1458,0.002266493,0.014732207
192.168.50.88,52979,8.8.4.4,53,2,325,1,89,1,236,531485.1349,0.005196,137028.4839,363356.4292
192.168.50.88,40185,8.8.8.8,53,3,337,2,181,1,156,365526.9026,636275.7303,0.002275743,0.001961414
192.168.50.88,47510,8.8.8.8,53,2,369,1,83,1,286,284.405182,0.004444,0,0
192.168.50.18,58232,192.168.50.88,53,4,488,2,160,2,328,133724.3059,720766.3028,0.001775888,0.00364057
192.168.50.88,55223,8.8.4.4,53,2,211,1,87,1,124,423911.9428,0.02005,34713.21697,49476.30925
192.168.50.88,42044,8.8.4.4,53,4,422,2,186,2,236,433948.2085,73906.79112,0.020133468,0.02554569
192.168.50.15,53731,192.168.50.88,53,6,708,3,228,3,480,474331.6827,1804295.333,0.001010921,0.002128255
192.168.50.88,58380,8.8.4.4,53,2,883,1,81,1,802,371894.2434,0.014833,43686.37491,432549.0454
192.168.50.88,58367,8.8.4.4,53,1,89,1,89,0,0,201670.3351,0,0,0
192.168.50.88,57958,8.8.4.4,53,2,188,1,86,1,102,419488.5879,0.012539,54868.80924,65076.95979
192.168.50.88,37125,8.8.4.4,53,2,210,1,97,1,113,61108.41773,0.031089,24960.597,29077.80887
192.168.50.88,54229,8.8.4.4,53,1,70,1,70,0,0,336642.906,0,0,0
192.168.50.88,33338,8.8.4.4,53,4,730,2,228,2,502,374039.5178,36001.29285,0.050664847,0.111551549
192.168.50.52,55151,192.168.50.88,53,2,431,1,94,1,337,413196.3591,0.010548,71293.1362,255593.4777
192.168.50.16,54393,192.168.50.88,53,2,242,1,79,1,163,482357.5203,0.000196,0,0
192.168.50.88,39088,8.8.4.4,53,1,89,1,89,0,0,219292.2197,0,0,0
192.168.50.54,55608,239.255.255.250,1900,4,860,4,860,0,0,497418.3156,2.999063,2294.049842,0
192.168.50.14,60323,224.0.0.252,5355,4,256,4,256,0,0,341218.3562,933407.8868,0.00219411,0
192.168.50.88,49484,8.8.8.8,53,2,172,1,86,1,86,509804.6316,0.00656,104878.0486,104878.0486
192.168.50.19,55314,192.168.50.88,53,2,400,1,76,1,324,417900.8135,0.000138,0,0
192.168.50.15,61538,192.168.50.88,53,6,708,3,228,3,480,86856.22961,3364272.621,0.000542168,0.001141406
fe80::3403:4993:3b2c:2ae9,64357,ff02::1:3,5355,2,168,2,168,0,0,19936.63396,0.103058,13041.2001,0
192.168.50.88,52464,8.8.4.4,53,1,89,1,89,0,0,245668.9655,0,0,0
192.168.50.88,47986,8.8.8.8,53,1,70,1,70,0,0,228353.23,0,0,0
192.168.50.63,55527,192.168.50.88,53,2,468,1,82,1,386,431261.0059,0.000351,0,0
192.168.50.16,64325,192.168.50.88,53,4,484,2,158,2,326,111485.9236,20161.05247,0.06269514,0.129358326
192.168.50.18,57766,224.0.0.252,5355,3,213,3,213,0,0,353190.7275,1468886.691,0.001160062,0
192.168.50.88,35362,8.8.4.4,53,1,89,1,89,0,0,214577.7961,0,0,0
192.168.50.16,53422,192.168.50.88,53,2,242,1,79,1,163,211869.7302,0.000229,0,0
192.168.50.88,39612,8.8.4.4,53,3,968,2,166,1,802,82689.8889,1893183.859,0.000701464,0.003389
192.168.50.88,58618,8.8.4.4,53,4,1163,2,205,2,958,442433.9248,85873.49983,0.019097859,0.089247556
192.168.50.88,36138,8.8.4.4,53,2,220,1,102,1,118,405876.9316,0.012604,64741.35201,74896.85821
192.168.50.18,62281,224.0.0.252,5355,1,71,1,71,0,0,572816.3528,0,0,0
192.168.50.88,60121,8.8.4.4,53,2,242,1,105,1,137,402456.1878,0.01088,77205.88265,100735.2945
192.168.50.59,61659,192.168.50.88,53,2,625,1,94,1,531,36784.70901,0.067568,11129.52877,62869.99763
192.168.50.16,53716,192.168.50.88,53,2,242,1,79,1,163,405495.5191,0.000246,0,0
192.168.50.88,55428,8.8.8.8,53,2,885,1,82,1,803,466761.1476,0.011987,54725.95309,535913.9065
192.168.50.88,46849,8.8.8.8,53,4,1251,2,169,2,1082,558005.9187,529470.3793,0.002553495,0.016348412
192.168.50.88,44615,8.8.4.4,53,2,380,1,92,1,288,475767.672,0.004528,0,0
192.168.50.88,57523,8.8.8.8,53,2,179,2,179,0,0,131671.1753,69995.95951,0.020458324,0
192.168.50.16,49894,192.168.50.88,53,4,484,2,158,2,326,420615.606,122223.4831,0.010341711,0.021337962
192.168.50.88,57692,8.8.4.4,53,2,212,1,90,1,122,61092.52933,0.034689,20755.85921,28135.72026
fe80::891f:ff8f:8660:beff,57534,ff02::1:3,5355,1,91,1,91,0,0,175411.2143,0,0,0
192.168.50.15,54600,192.168.50.88,53,8,944,4,304,4,640,581179.0122,2053447.475,0.00118435,0.002493368
192.168.50.88,39156,8.8.8.8,53,6,1248,4,322,2,926,124661.5006,1264848.693,0.002036607,0.005856827
192.168.50.88,47310,8.8.8.8,53,1,70,1,70,0,0,481042.9491,0,0,0
192.168.50.18,62979,192.168.50.88,53,4,488,2,160,2,328,387000.167,2776899.802,0.000460946,0.000944939
192.168.50.15,53596,192.168.50.88,53,6,708,3,228,3,480,530982.7684,2726143.133,0.000669077,0.001408583
192.168.50.14,60892,224.0.0.252,5355,2,128,2,128,0,0,214878.6651,0.105775,9680.926495,0
fe80::d58e:a29a:c48:dd8f,61736,ff02::1:3,5355,1,91,1,91,0,0,32756.41313,0,0,0
192.168.50.18,56216,192.168.50.88,53,8,976,4,320,4,656,321596.687,2435662.441,0.001051049,0.00215465
192.168.50.18,53701,192.168.50.88,53,4,488,2,160,2,328,346378.0334,630100.639,0.002031422,0.004164414
192.168.50.54,58037,239.255.255.250,1900,4,860,4,860,0,0,475098.4893,2.99638,2296.103965,0
192.168.50.57,51633,192.168.50.88,53,2,391,1,82,1,309,410298.8574,0.027737,23650.71928,89122.83242
192.168.50.54,63634,239.255.255.250,1900,4,860,4,860,0,0,373818.1141,3.013112,2283.353556,0
192.168.50.63,61857,192.168.50.88,53,2,412,1,83,1,329,408514.9712,0.020386,32571.37253,129108.2116
192.168.50.88,43433,8.8.8.8,53,2,220,1,102,1,118,393159.2667,0.013186,61883.81591,71591.08115
192.168.50.88,55248,8.8.8.8,53,2,245,1,92,1,153,470505.5199,0.003884,0,0
192.168.50.88,59804,8.8.8.8,53,2,220,1,102,1,118,367479.9121,0.012497,65295.67102,75538.12922
192.168.50.88,43238,8.8.8.8,53,2,172,1,86,1,86,509804.6098,0.006261,109886.5995,109886.5995
192.168.50.15,60485,192.168.50.88,53,4,472,2,152,2,320,98710.21516,2822127.14,0.000430881,0.000907117
192.168.50.56,54452,192.168.50.88,53,2,466,1,77,1,389,511454.0075,0.012863,47889.29473,241934.2292
192.168.50.88,42981,8.8.4.4,53,4,1102,2,167,2,935,374971.151,45865.79569,0.02912846,0.163084492
192.168.50.63,51763,192.168.50.88,53,2,514,1,87,1,427,434872.7291,0.000332,0,0
192.168.50.88,39507,8.8.4.4,53,2,637,1,70,1,567,496746.4356,0.004657,0,0
192.168.50.54,64093,192.168.50.88,53,2,405,1,89,1,316,383054.073,0.025844,27549.91489,97817.67532
192.168.50.88,55326,8.8.8.8,53,2,891,1,85,1,806,395653.9258,0.011747,57887.1202,548906.1045
fe80::3403:4993:3b2c:2ae9,56237,ff02::1:3,5355,2,168,2,168,0,0,303076.8444,0.098591,13632.07596,0
192.168.50.18,58692,192.168.50.88,53,4,488,2,160,2,328,140684.6414,2343859.503,0.000546108,0.001119521
192.168.50.88,55872,8.8.4.4,53,2,885,1,82,1,803,455692.2306,0.012134,54062.96375,529421.4621
192.168.50.88,52665,8.8.4.4,53,2,249,1,100,1,149,490452.3864,0.046171,17326.89351,25817.07132
192.168.50.88,42800,8.8.4.4,53,5,1229,3,268,2,961,219312.0359,1952293.339,0.001098196,0.003937933
192.168.50.88,59877,8.8.4.4,53,2,188,1,86,1,102,434592.0996,0.013229,52006.95452,61682.66699
192.168.50.88,41862,8.8.4.4,53,2,202,1,84,1,118,452840.8777,0.003688,0,0
192.168.50.88,37168,8.8.4.4,53,2,897,1,88,1,809,35623.72926,0.011965,58838.27832,540910.9905
192.168.50.15,61762,192.168.50.88,53,4,472,2,152,2,320,361023.6143,936592.4192,0.001298324,0.002733313
fe80::891f:ff8f:8660:beff,64229,ff02::1:3,5355,1,91,1,91,0,0,151111.0758,0,0,0
192.168.50.16,58967,192.168.50.88,53,2,242,1,79,1,163,143407.0586,0.000228,0,0
192.168.50.18,56494,192.168.50.88,53,2,244,1,80,1,164,165226.3451,0.000239,0,0
192.168.50.88,37748,8.8.8.8,53,2,194,1,89,1,105,391553.2187,0.020445,34825.14067,41085.84011
192.168.50.18,61411,192.168.50.88,53,4,488,2,160,2,328,234290.2823,776810.4407,0.001647764,0.003377915
192.168.50.88,59984,8.8.4.4,53,6,1105,3,257,3,848,424929.6657,84775.49582,0.024252291,0.080023124
192.168.50.88,44644,8.8.4.4,53,1,70,1,70,0,0,217517.6894,0,0,0
fe80::e14d:8fc5:b840:50b8,57674,ff02::1:3,5355,2,172,2,172,0,0,382472.5122,0.107418,12809.77117,0
192.168.50.15,52293,192.168.50.88,53,2,236,1,76,1,160,369305.8362,0.000204,0,0
192.168.50.88,49628,8.8.4.4,53,2,297,1,99,1,198,494527.8931,0.099717,7942.477212,15884.95442
192.168.50.88,56348,8.8.8.8,53,4,1243,2,165,2,1078,523110.3341,557146.4808,0.002369215,0.015478874
192.168.50.14,57609,224.0.0.252,5355,4,256,4,256,0,0,368684.7817,2846292.195,0.000719533,0
192.168.50.88,35073,8.8.4.4,53,2,277,1,103,1,174,417837.4931,0.036929,22313.08728,37693.95327
192.168.50.88,60765,8.8.8.8,53,2,881,1,80,1,801,546714.893,0.007275,87972.50881,880824.7445
192.168.50.15,57462,192.168.50.88,53,4,472,2,152,2,320,498514.9605,241747.7468,0.005030037,0.010589551
192.168.50.88,52076,8.8.4.4,53,2,637,1,70,1,567,523378.6347,0.005245,106768.3507,864823.6403
192.168.50.15,60024,192.168.50.88,53,4,472,2,152,2,320,136578.6957,3355146.31,0.000362428,0.000763007
fe80::d58e:a29a:c48:dd8f,59694,ff02::1:3,5355,1,91,1,91,0,0,555714.2788,0,0,0
192.168.50.88,55834,8.8.4.4,53,4,899,2,193,2,706,379344.6307,127121.0932,0.012145899,0.044430077
192.168.50.88,40263,8.8.4.4,53,2,247,1,89,1,158,428680.4295,0.091878,7749.406822,13757.37391
192.168.50.18,60189,192.168.50.88,53,2,244,1,80,1,164,494230.3586,0.000211,0,0
192.168.50.88,44219,8.8.4.4,53,4,1083,2,173,2,910,435234.8685,22517.19575,0.061464137,0.323308465
192.168.50.88,47263,8.8.8.8,53,2,328,1,132,1,196,509822.1235,0.007256,145534.7296,216097.0228
192.168.50.52,56425,224.0.0.252,5355,1,71,1,71,0,0,438259.9584,0,0,0
192.168.50.88,33948,8.8.8.8,53,9,1516,7,558,2,958,224422.1174,381806.5252,0.011691786,0.020072994
192.168.50.88,54156,8.8.4.4,53,2,224,1,92,1,132,442755.3481,0.023325,31554.12645,45273.31187
192.168.50.57,54138,192.168.50.88,53,9,1094,5,338,4,756,17128.40487,0.001454,0,0
192.168.50.88,57500,91.189.91.26,80,2444,2734757,1137,100436,1307,2634321,1707290.843,2.823353,284586.4474,7464375.868
192.168.50.88,35877,8.8.4.4,53,2,883,1,81,1,802,409072.635,0.004662,0,0
fe80::3403:4993:3b2c:2ae9,60632,ff02::1:3,5355,2,168,2,168,0,0,163212.8246,0.10349,12986.762,0
192.168.50.15,55374,192.168.50.88,53,8,944,4,304,4,640,335518.6749,2474184.887,0.00098295,0.002069368
192.168.50.88,34059,8.8.8.8,53,1,89,1,89,0,0,122414.5856,0,0,0
192.168.50.88,60721,8.8.8.8,53,1,89,1,89,0,0,227125.3926,0,0,0
192.168.50.88,44768,8.8.4.4,53,2,637,1,70,1,567,484464.0481,0.004566,0,0
192.168.50.88,37464,8.8.4.4,53,4,1064,3,255,1,809,220915.6505,3276318.201,0.00062265,0.001975388
192.168.50.88,52230,8.8.4.4,53,4,676,2,210,2,466,452208.209,37031.82408,0.045366385,0.100670169
192.168.50.88,44363,8.8.4.4,53,1,70,1,70,0,0,292127.9287,0,0,0
192.168.50.88,53613,8.8.4.4,53,2,202,1,93,1,109,24841.06687,0.010937,68025.96691,79729.35906
192.168.50.88,44545,8.8.8.8,53,2,196,1,82,1,114,458863.0657,0.00437,0,0
192.168.50.54,58522,239.255.255.250,1900,4,860,4,860,0,0,419658.4917,2.99874,2294.296938,0
192.168.50.88,43176,8.8.8.8,53,4,1099,2,173,2,926,570133.2025,1974499.797,0.000700937,0.003751836
192.168.50.88,54532,8.8.4.4,53,1,75,1,75,0,0,46020.11891,0,0,0
192.168.50.14,57453,224.0.0.252,5355,2,128,2,128,0,0,499255.879,0.104236,9823.861239,0
192.168.50.18,59512,192.168.50.88,53,2,244,1,80,1,164,479829.4476,0.000199,0,0
192.168.50.18,55196,192.168.50.88,53,4,488,2,160,2,328,196848.2408,2994173.033,0.000427497,0.000876369
192.168.50.52,58478,192.168.50.88,53,2,431,1,94,1,337,388028.693,0.011544,65142.0651,233541.2334
192.168.50.88,50941,8.8.8.8,53,2,202,1,84,1,118,459125.0293,0.003647,0,0
192.168.50.88,49068,8.8.8.8,53,2,149,2,149,0,0,303704.2791,20906.67591,0.057015281,0
192.168.50.88,46385,8.8.4.4,53,2,885,1,82,1,803,495293.9073,0.004286,0,0
192.168.50.88,49996,8.8.8.8,53,1,70,1,70,0,0,87554.00143,0,0,0
192.168.50.15,61699,192.168.50.88,53,2,236,1,76,1,160,131447.746,0.000221,0,0
192.168.50.88,46341,8.8.4.4,53,2,159,2,159,0,0,331836.1618,46373.036,0.027429733,0
192.168.50.52,49759,192.168.50.88,53,2,573,1,77,1,496,419540.7341,0.007462,82551.59465,531760.9214
192.168.50.18,49246,224.0.0.252,5355,5,355,5,355,0,0,577316.7094,2219548.885,0.001279539,0
192.168.50.11,51079,224.0.0.252,5355,1,71,1,71,0,0,221311.5072,0,0,0
fe80::3403:4993:3b2c:2ae9,54415,ff02::1:3,5355,2,168,2,168,0,0,447093.253,0.104422,12870.85097,0
192.168.50.88,35834,8.8.4.4,53,2,208,1,88,1,120,450905.4087,0.012325,57119.67537,77890.46642
192.168.50.88,49246,8.8.4.4,53,2,188,1,86,1,102,422103.2327,0.013121,52435.02772,62190.38171
192.168.50.88,55494,8.8.4.4,53,2,637,1,70,1,567,449639.1964,0.004895,0,0
192.168.50.54,63839,239.255.255.250,1900,4,860,4,860,0,0,513618.4189,2.998174,2294.730059,0
fe80::3403:4993:3b2c:2ae9,57250,ff02::1:3,5355,2,168,2,168,0,0,486156.1722,0.095431,14083.47392,0
192.168.50.61,56004,192.168.50.88,53,2,467,1,78,1,389,4067.792302,0.080281,7772.698397,38763.842
192.168.50.88,49051,8.8.4.4,53,2,637,1,70,1,567,488629.2326,0.004595,0,0
192.168.50.88,44484,8.8.4.4,53,2,637,1,70,1,567,404541.3788,0.004834,0,0
fe80::d58e:a29a:c48:dd8f,63085,ff02::1:3,5355,3,273,3,273,0,0,241578.7164,2573288.718,0.000848719,0
fe80::3403:4993:3b2c:2ae9,65493,ff02::1:3,5355,4,336,4,336,0,0,107166.5551,1196906.055,0.00224579,0
192.168.50.88,39496,8.8.4.4,53,6,544,5,388,1,156,508449.1465,1648712.433,0.001882681,0.000756954
192.168.50.88,59673,8.8.4.4,53,3,726,2,159,1,567,39416.60518,2968242.467,0.000428536,0.001528177
fe80::3403:4993:3b2c:2ae9,64456,ff02::1:3,5355,2,168,2,168,0,0,75654.49828,0.102492,13113.21859,0
192.168.50.88,42021,8.8.4.4,53,2,346,1,134,1,212,60811.96667,0.003738,0,0
192.168.50.88,52831,8.8.4.4,53,1,77,1,77,0,0,210954.0483,0,0,0
fe80::891f:ff8f:8660:beff,49607,ff02::1:3,5355,1,91,1,91,0,0,531814.5237,0,0,0
192.168.50.103,37240,192.168.50.88,53,2,130,1,65,1,65,476890.6879,10.000622,51.9967658,51.9967658
192.168.50.60,54191,192.168.50.88,53,2,438,1,75,1,363,499161.0415,0.06344,9457.75536,45775.53594
192.168.50.88,56870,8.8.8.8,53,8,648,8,648,0,0,308304.1203,30.015955,172.708148,0
192.168.50.88,45922,8.8.8.8,53,2,637,1,70,1,567,389311.8493,0.005008,111821.0861,905750.7974
192.168.50.52,60975,224.0.0.252,5355,1,71,1,71,0,0,371911.836,0,0,0
192.168.50.18,51282,192.168.50.88,53,4,488,2,160,2,328,575595.809,2342590.435,0.000546404,0.001120128
192.168.50.88,45803,8.8.8.8,53,3,726,2,159,1,567,291721.1048,2034967.341,0.000625071,0.002229028
192.168.50.50,54681,192.168.50.88,53,2,477,1,75,1,402,371894.9697,0.013928,43078.69041,230901.7806
192.168.50.14,57548,224.0.0.252,5355,2,128,2,128,0,0,207969.7334,0.106431,9621.256965,0
192.168.50.88,50825,8.8.4.4,53,2,637,1,70,1,567,35123.41602,0.005211,107464.9779,870466.3207
fe80::891f:ff8f:8660:beff,54179,ff02::1:3,5355,3,273,3,273,0,0,476913.9474,2523739.98,0.000865382,0
192.168.50.18,61345,192.168.50.88,53,6,732,3,240,3,492,426902.1913,1555835.968,0.001234063,0.00252983
192.168.50.15,55793,192.168.50.88,53,2,236,1,76,1,160,220806.1922,0.000264,0,0
192.168.50.88,46266,8.8.4.4,53,4,296,4,296,0,0,322574.8727,10.01426,236.462804,0
192.168.50.18,54488,224.0.0.252,5355,2,142,2,142,0,0,245179.1583,958553.8268,0.001185119,0
192.168.50.88,55826,8.8.4.4,53,1,59,1,59,0,0,174201.2477,0,0,0
192.168.50.19,55220,192.168.50.88,53,2,391,1,73,1,318,412849.881,0.006206,94102.48072,409925.8749
fe80::3403:4993:3b2c:2ae9,56001,ff02::1:3,5355,4,336,4,336,0,0,325087.2163,2004241.593,0.001341156,0
192.168.50.88,36829,8.8.4.4,53,2,294,1,123,1,171,11727.34601,0.020847,47201.03612,65620.95266
192.168.50.88,35978,8.8.4.4,53,1,89,1,89,0,0,202655.9645,0,0,0
fe80::d4dc:3c08:8734:3ae5,65409,ff02::1:3,5355,2,174,2,174,0,0,2050.868501,0.107445,12955.46559,0
192.168.50.15,52469,192.168.50.88,53,4,472,2,152,2,320,258134.2784,390794.8821,0.003111607,0.006550751
192.168.50.16,65369,192.168.50.88,53,2,242,1,79,1,163,136687.0203,0.00022,0,0
192.168.50.14,50652,224.0.0.252,5355,4,256,4,256,0,0,245706.108,756104.372,0.002708621,0
192.168.50.88,54890,8.8.8.8,53,1,85,1,85,0,0,126024.1417,0,0,0
192.168.50.15,52509,192.168.50.88,53,2,236,1,76,1,160,225816.6585,0.000233,0,0
192.168.50.88,39420,8.8.4.4,53,1,89,1,89,0,0,52.780125,0,0,0
192.168.50.88,52492,8.8.8.8,53,1,88,1,88,0,0,349921.1356,0,0,0
192.168.50.16,61561,192.168.50.88,53,4,484,2,158,2,326,580641.8481,27720.16916,0.045598567,0.09408312
192.168.50.14,55711,224.0.0.252,5355,2,128,2,128,0,0,309770.3932,0.103664,9878.067604,0
192.168.50.88,54512,8.8.8.8,53,2,637,1,70,1,567,391413.7727,0.005423,103263.8767,836437.4015
192.168.50.88,50214,8.8.8.8,53,1,81,1,81,0,0,384041.8259,0,0,0
192.168.50.57,63238,192.168.50.88,53,2,391,1,82,1,309,444236.3459,0.04823,13601.49284,51254.40596
192.168.50.63,54929,192.168.50.88,53,2,514,1,87,1,427,528564.4882,0.000174,0,0
192.168.50.88,47351,8.8.4.4,53,2,188,1,86,1,102,507463.1409,0.01282,53666.14663,63650.546
192.168.50.88,41110,8.8.4.4,53,2,242,1,105,1,137,444214.8174,0.003958,0,0
192.168.50.88,44727,8.8.4.4,53,1,85,1,85,0,0,237954.7918,0,0,0
192.168.50.88,41010,8.8.4.4,53,4,1137,2,169,2,968,426990.153,26080.26702,0.05183996,0.296929475
192.168.50.88,47347,8.8.8.8,53,2,244,1,88,1,156,61399.21345,0.003686,0,0
192.168.50.63,50464,192.168.50.88,53,2,399,1,80,1,319,60858.20071,0.012802,49992.18873,199343.8526
192.168.50.18,61424,192.168.50.88,53,2,244,1,80,1,164,307075.9648,0.000211,0,0
192.168.50.88,41587,8.8.4.4,53,1,70,1,70,0,0,503717.6261,0,0,0
192.168.50.57,61831,192.168.50.88,53,2,452,1,73,1,379,491026.5124,0.058611,9963.999929,51730.90374
192.168.50.14,51617,192.168.50.88,53,2,178,1,89,1,89,273703.5118,10.003478,71.17524525,71.17524525
fe80::2d09:947f:ae6d:36b0,65005,ff02::1:3,5355,1,91,1,91,0,0,519882.5766,0,0,0
192.168.50.65,60979,239.255.255.250,1900,2,349,2,349,0,0,60353.73582,0.000392,0,0
fe80::891f:ff8f:8660:beff,60703,ff02::1:3,5355,1,91,1,91,0,0,483213.9829,0,0,0
192.168.50.15,55128,192.168.50.88,53,6,708,3,228,3,480,313643.7354,1602562.326,0.001138177,0.002396163
192.168.50.88,44000,8.8.4.4,53,2,525,1,87,1,438,61054.5065,0.01166,59691.25216,300514.5799
192.168.50.15,64581,192.168.50.88,53,4,472,2,152,2,320,184558.7697,514686.0502,0.002362605,0.004973906
192.168.50.88,48806,8.8.8.8,53,2,277,1,88,1,189,471890.2529,0.011851,59404.26959,127584.1699
192.168.50.52,58517,224.0.0.252,5355,1,71,1,71,0,0,446325.9811,0,0,0
192.168.50.88,49440,8.8.8.8,53,2,637,1,70,1,567,397889.8712,0.004882,0,0
192.168.50.15,55843,192.168.50.88,53,2,236,1,76,1,160,306142.148,0.000284,0,0
192.168.50.50,63990,192.168.50.88,53,4,789,2,178,2,611,60709.5521,0.000454,0,0
192.168.50.54,53163,239.255.255.250,1900,4,860,4,860,0,0,507138.4467,2.997274,2295.419104,0
192.168.50.88,33083,8.8.4.4,53,3,397,2,174,1,223,389606.8432,2312331.284,0.00060199,0.000771516
192.168.50.88,46130,8.8.4.4,53,1,89,1,89,0,0,479266.1052,0,0,0
192.168.50.18,62176,192.168.50.88,53,2,244,1,80,1,164,369119.13,0.000204,0,0
192.168.50.88,47055,8.8.4.4,53,2,889,1,84,1,805,378202.9362,0.004313,0,0
192.168.50.16,63986,192.168.50.88,53,2,242,1,79,1,163,537799.0539,0.00021,0,0
192.168.50.88,45892,8.8.4.4,53,2,232,1,102,1,130,511139.5484,0.012808,63710.18128,81199.25066
192.168.50.18,56750,192.168.50.88,53,6,732,3,240,3,492,212149.2841,1403066.511,0.001368431,0.002805284
192.168.50.16,63870,192.168.50.88,53,2,242,1,79,1,163,107285.9004,0.000195,0,0
